Year,Series,øki,kyn,aldur,Units,Value
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.9
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,3.0
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,3.2
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.2
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,1.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.2
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.5
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,1.4
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,,%,2.4
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,5.5
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.8
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,7.2
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,8.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,6.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,5.8
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.7
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,5.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.2
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,1.4
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,4.4
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,1.4
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 0 - 17,%,3.2
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.1
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.1
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,3.7
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,5.6
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,3.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.6
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.0
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,3.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,2.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.1
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,0.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.2
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,0.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.2
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,1.2
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 18 - 24,%,0.7
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.3
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.4
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,3.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,3.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.5
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.3
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.2
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.1
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,1.6
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.1
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,1.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,1.7
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 25 - 54,%,2.6
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,5.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,5.5
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,3.0
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,4.4
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,4.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,4.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,3.5
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,5.5
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,4.3
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,3.5
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,2.8
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,2.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,2.4
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,2.1
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,1.8
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 55 - 66,%,1.8
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,4.8
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,4.3
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.9
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.9
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,1.4
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,1.4
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.4
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,2.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,0.3
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,0.9
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,0.3
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,0.9
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,0.6
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, norður",Menn,Aldur 67 + ,%,1.9
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.7
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.7
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,4.4
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,4.5
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.3
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.5
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.3
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.2
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.0
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.6
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.2
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.6
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,2.6
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,,%,3.1
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,2.9
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,4.2
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,5.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,5.2
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,4.0
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,4.1
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.8
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.6
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.4
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.0
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.0
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,2.6
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,2.9
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.3
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,2.5
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 0 - 17,%,3.3
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,3.0
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,4.9
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,7.3
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,7.7
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,4.9
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,5.8
2015,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,5.4
2016,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,4.3
2017,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,3.8
2018,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,3.8
2019,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,3.7
2020,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,3.1
2021,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,4.5
2022,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,4.8
2023,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,5.0
2024,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 18 - 24,%,5.5
2009,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,2.6
2010,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,3.6
2011,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,3.8
2012,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,4.0
2013,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,2.8
2014,"Partur av fólkinum, ið livir av minni enn fátækamarkinum í landinum","Streymoyar øki, suður",,Aldur 25 - 54,%,2.9
