Year,Series,region,sex,age,Units,GeoCode,Value
2010,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,4.3
2011,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,4.9
2012,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,5.3
2013,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,3.5
2014,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.7
2015,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.9
2016,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.8
2017,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.1
2018,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,1.9
2019,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.1
2020,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,1.6
2021,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.3
2022,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.0
2023,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.5
2024,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 25 - 54,pct.,4100,2.4
2009,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,4.4
2010,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,3.3
2011,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,3.5
2012,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,3.0
2013,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,2.5
2014,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,2.0
2015,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,2.0
2016,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,1.3
2017,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,1.8
2018,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,0.7
2019,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,0.6
2020,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,1.1
2021,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,0.8
2022,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,1.9
2023,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,1.8
2024,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 55 - 66,pct.,4100,2.5
2009,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,3.2
2010,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,3.4
2011,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.9
2012,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,2.9
2013,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,2.8
2014,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.7
2015,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,2.1
2016,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,2.1
2017,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.6
2018,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,2.0
2019,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.5
2020,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.2
2021,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,0.6
2022,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.0
2023,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,1.3
2024,Proportion of population living below the national poverty line,Norðoyggjar region,Males,Age 67 + ,pct.,4100,0.9
2009,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,6.5
2010,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,4.4
2011,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,5.8
2012,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,5.8
2013,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,5.2
2014,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,4.6
2015,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,6.2
2016,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.8
2017,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.9
2018,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,4.3
2019,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.6
2020,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.4
2021,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,4.1
2022,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.7
2023,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.6
2024,Proportion of population living below the national poverty line,Sandoy region,,,pct.,4500,3.6
2009,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,8.0
2010,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.0
2011,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,9.0
2012,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.6
2013,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.9
2014,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,5.5
2015,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,8.9
2016,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,4.5
2017,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,6.1
2018,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,6.8
2019,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.1
2020,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,6.3
2021,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.5
2022,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,5.0
2023,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,4.3
2024,Proportion of population living below the national poverty line,Sandoy region,,Age 0 - 17,pct.,4500,7.1
2009,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,5.4
2010,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,0.0
2011,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,2.9
2012,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,9.8
2013,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,4.5
2014,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,8.2
2015,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,7.2
2016,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,6.0
2017,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,6.9
2018,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,6.7
2019,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,3.8
2020,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,4.0
2021,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,3.5
2022,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,4.3
2023,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,1.9
2024,Proportion of population living below the national poverty line,Sandoy region,,Age 18 - 24,pct.,4500,1.7
2009,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,6.2
2010,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,4.5
2011,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,5.5
2012,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,5.3
2013,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,5.1
2014,Proportion of population living below the national poverty line,Sandoy region,,Age 25 - 54,pct.,4500,2.8
