Year,Series,region,sex,age,Units,Value
2022,Proportion of population living below the national poverty line,Sandoy region,,Age 67 + ,pct.,0.4
2023,Proportion of population living below the national poverty line,Sandoy region,,Age 67 + ,pct.,1.5
2024,Proportion of population living below the national poverty line,Sandoy region,,Age 67 + ,pct.,1.4
2009,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,6.5
2010,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.0
2011,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.9
2012,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,5.2
2013,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,5.5
2014,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.5
2015,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,6.3
2016,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,3.5
2017,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.0
2018,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.2
2019,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.2
2020,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,4.5
2021,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,5.1
2022,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,3.6
2023,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,3.9
2024,Proportion of population living below the national poverty line,Sandoy region,Females,,pct.,3.7
2009,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,8.9
2010,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,7.0
2011,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,9.5
2012,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,6.9
2013,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,9.4
2014,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,7.0
2015,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,10.1
2016,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,6.3
2017,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,6.8
2018,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,6.7
2019,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,8.1
2020,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,8.8
2021,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,9.9
2022,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,4.9
2023,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,4.9
2024,Proportion of population living below the national poverty line,Sandoy region,Females,Age 0 - 17,pct.,6.6
2009,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,8.3
2010,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,0.0
2011,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,3.0
2012,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,13.2
2013,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,6.7
2014,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,12.5
2015,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,8.1
2016,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,5.3
2017,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,8.9
2018,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,3.9
2019,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,3.9
2020,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,4.3
2021,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,5.1
2022,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,4.7
2023,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,2.1
2024,Proportion of population living below the national poverty line,Sandoy region,Females,Age 18 - 24,pct.,1.9
2009,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.8
2010,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,3.5
2011,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.6
2012,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.3
2013,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.5
2014,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,3.8
2015,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,7.8
2016,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,3.4
2017,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,3.6
2018,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,4.8
2019,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,4.6
2020,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,4.6
2021,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.7
2022,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,5.1
2023,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,4.3
2024,Proportion of population living below the national poverty line,Sandoy region,Females,Age 25 - 54,pct.,3.6
2009,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,5.0
2010,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,4.2
2011,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,1.0
2012,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,3.9
2013,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,1.9
2014,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,3.0
2015,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,4.0
2016,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,2.1
2017,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,2.0
2018,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,2.0
2019,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,3.0
2020,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,2.1
2021,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,4.3
2022,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,4.0
2023,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,6.5
2024,Proportion of population living below the national poverty line,Sandoy region,Females,Age 55 - 66,pct.,3.2
2009,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,5.6
2010,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,2.4
2011,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,2.5
2012,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,1.7
2013,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,3.3
2014,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,1.6
2015,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,1.5
2016,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,1.4
2017,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,1.4
2018,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,2.7
2019,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,0.7
2020,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,2.1
2021,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,0.7
2022,Proportion of population living below the national poverty line,Sandoy region,Females,Age 67 + ,pct.,0.0
